"表名","字段序号","字段名","标识","主键","类型","占用字节数","长度","小数位数","允许空","默认值","字段说明"
"","33","ActualInternalStaff","","","nvarchar","100","50","0","y","",""
"","34","PlanExternalStaff","","","nvarchar","100","50","0","y","",""
"","35","ActualExternalStaff","","","nvarchar","100","50","0","y","",""
"","36","PlanSpeaker","","","nvarchar","100","50","0","y","",""
"","37","ActualSpeaker","","","nvarchar","100","50","0","y","",""
"","38","PlanLectureFee","","","nvarchar","100","50","0","y","",""
"","39","ActualLectureFee","","","nvarchar","100","50","0","y","",""
"","40","PlanSpeakerProportion","","","nvarchar","100","50","0","y","",""
"","41","ActualSpeakerProportion","","","nvarchar","100","50","0","y","",""
"","42","SpeakerName","","","nvarchar","100","50","0","y","",""
"","43","SAPNo","","","nvarchar","100","50","0","y","",""
"","44","DownloadTime","","","datetime","8","23","3","y","",""
"","45","LocalName","","","nvarchar","100","50","0","y","",""
"","46","PayDate","","","datetime","8","23","3","y","",""
"","47","VendorCode","","","nvarchar","100","50","0","y","",""
"","48","VendorName","","","nvarchar","100","50","0","y","",""
"","49","Rate","","","nvarchar","100","50","0","y","",""
"","50","PaymentDate","","","datetime","8","23","3","y","",""
"","51","PaymentFolio","","","nvarchar","100","50","0","y","",""
"","52","PaymentActivityName","","","nvarchar","100","50","0","y","",""
"","53","PaymentActivityDestination","","","nvarchar","100","50","0","y","",""
"","54","EventName","","","nvarchar","100","50","0","y","",""
"","55","ActivityContent","","","nvarchar","1000","500","0","y","",""
"","56","ActivitySchedule","","","nvarchar","1000","500","0","y","",""
"","57","ActivityName","","","nvarchar","100","50","0","y","",""
"","58","ApproveStatus","","","nvarchar","100","50","0","y","",""
"","59","IsConfimEvent","","","nvarchar","100","50","0","y","",""
"","60","EMSGuid","","","nvarchar","100","50","0","y","",""
"","61","EventSubmitDate","","","datetime","8","23","3","y","",""
"","62","ActivityPurposeName","","","nvarchar","100","50","0","y","",""
"","63","OtherPurposeDesc","","","nvarchar","1000","500","0","y","",""
"","64","EMSNodeStatus","","","nvarchar","100","50","0","y","",""
"","65","SpeakerServiceResult","","","nvarchar","100","50","0","y","",""
"","66","OpeationDate","","","datetime","8","23","3","y","(getdate())",""
"","67","CancelEventPayment","","","nvarchar","20","10","0","y","","5pKk6ZSA5rS75Yqo"
"","68","CancelOrderPayment","","","nvarchar","20","10","0","y","","5Y+W5raI5LuY5qy+"
"","69","CRGuid","","","nvarchar","100","50","0","y","",""
"RAP_TE_CostCenterProduct","1","ID","√","√","int","4","10","0","","",""
"","2","CostCenterCode","","","nvarchar","100","50","0","y","",""
"","3","ProductCode","","","nvarchar","100","50","0","y","",""
"","4","ReocrdStatus","","","int","4","10","0","y","",""
"Common_FlowNumber","1","Id","","√","nvarchar","100","50","0","","",""
"","2","Format","","","nvarchar","1000","500","0","y","",""
"","3","Data","","","nvarchar","1000","500","0","y","",""
"","4","LastUse","","","datetime","8","23","3","y","",""
"","5","Lock","","","bit","1","1","0","y","",""
"","41","EMSGuid","","","nvarchar","100","50","0","y","",""
"Takeda_Employee","1","ID","√","√","int","4","10","0","","",""
"","2","LocalName","","","nvarchar","200","100","0","y","",""
"","3","EName","","","nvarchar","400","200","0","y","",""
"","4","FirstName","","","nvarchar","100","50","0","y","",""
"","5","LastName","","","nvarchar","100","50","0","y","",""
"","6","Sex","","","char","1","1","0","y","",""
"","7","AD","","","nvarchar","400","200","0","","",""
"","8","EmployeeID","","","nvarchar","200","100","0","y","",""
"","9","mPosition","","","nvarchar","100","50","0","y","",""
"","10","EmploymentDate","","","datetime","8","23","3","y","",""
"","11","Employee_Status","","","char","1","1","0","","",""
"","12","EntityID","","","nvarchar","100","50","0","y","",""
"","13","VR_DivisionID","","","nvarchar","100","50","0","y","",""
"","14","VR_DepartmentID","","","nvarchar","100","50","0","y","",""
"","15","VR_Sub_DepartmentID","","","nvarchar","100","50","0","y","",""
"","16","VR_BranchID","","","nvarchar","100","50","0","y","",""
"","17","DivisionID","","","nvarchar","100","50","0","y","",""
"","18","DepartmentID","","","nvarchar","100","50","0","y","",""
"","19","Sub_DepartmentID","","","nvarchar","100","50","0","y","",""
"","20","Work_Phone","","","nvarchar","100","50","0","y","",""
"","21","Mobile_Phone","","","nvarchar","100","50","0","y","",""
"","22","Email","","","nvarchar","100","50","0","y","",""
"","23","City","","","nvarchar","100","50","0","y","",""
"","24","Operator","","","nvarchar","100","50","0","y","",""
"","25","InsTime","","","datetime","8","23","3","y","",""
"","26","Birthday","","","datetime","8","23","3","y","",""
"","27","CostCenterCode","","","nvarchar","100","50","0","y","","VGhlIGNvZGUgb2YgY29zdCBjZW50ZXI="
"","28","WBSCode","","","nvarchar","100","50","0","y","","VGhlIGNvZGUgb2YgV0JT"
"","29","EmployeeType","","","nvarchar","40","20","0","y","","VGhlIHR5cGUgb2YgZW1wbG95ZWU="
"","30","InternalOrderNum","","","nvarchar","100","50","0","y","","VGhlIGludGVybmFsIG9yZGVyIG51bWJlcg=="
"","31","HomeBase","","","nvarchar","400","200","0","y","","VGhlIGhvbWUgYmFzZSBvZiBlbXBsb3llZQ=="
"","32","PlateNO","","","nvarchar","20","10","0","y","","VGhlIGNhciBwbGF0ZSBudW1iZXI="
"","33","Vehicle","","","nvarchar","100","50","0","y","","VGhlIHZlaGljbGUgb2YgZW1wbG95ZWU="
"","34","Driver","","","nvarchar","100","50","0","y","","VGhlIGRyaXZlciBvZiB2ZWhpY2xl"
"","35","Area","","","nvarchar","100","50","0","y","","VGhlIGFyZWEgb2YgdmVoaWNsZQ=="
"","36","Territory","","","nvarchar","100","50","0","y","","VGhlIHRlcnJpdG9yeSBvZiB1c2Vy"
"","37","Nationality","","","char","3","3","0","y","",""
"","38","Contactperson","","","char","8","8","0","y","",""
"","39","MainWA","","","char","5","5","0","y","",""
"","40","MainWC","","","char","3","3","0","y","",""
"","41","CompanyCode","","","nvarchar","100","50","0","y","",""
"","42","ODGCode","","","char","2","2","0","y","",""
"","43","pinyin","","","nvarchar","200","100","0","y","",""
"","44","IDCard","","","nvarchar","100","50","0","y","",""
"","45","positioncode","","","char","20","20","0","y","",""
"","46","orgcode5","","","char","20","20","0","y","",""
"","47","orgcode1","","","char","20","20","0","y","",""
"","48","orgcode2","","","char","20","20","0","y","",""
"","49","orgcode3","","","char","20","20","0","y","",""
"","50","orgcode4","","","char","20","20","0","y","",""
"","51","reportto","","","nvarchar","400","200","0","y","",""
"","52","CountryCode","","","varchar","20","20","0","y","","VGhlIGNvZGUgb2YgY291bnRyeQ=="
"","53","OrdNum","","","int","4","10","0","y","","VGhlIG9yZGVyIG51bWJlcg=="
"","54","RecordCreationTime","","","datetime","8","23","3","y","(getdate())","VGhlIHRpbWUgb2YgY3JlYXRlZCB0aGlzIHJlY29yZA=="
"","55","LastUpdateTime","","","datetime","8","23","3","y","","TGFzdCB1cGRhdGUgdGltZQ=="
"","56","RecordStatus","","","varchar","10","10","0","y","","VGhlIHN0YXR1cyBvZiB0aGlzIHJlY29yZC4gMCAtIGRpc2FibGUgMS0gZW5hYmxlIDIgLSBkZWxldGVk"
"","57","CName","","","nvarchar","400","200","0","y","",""
"","58","LevelId","","","int","4","10","0","y","",""
"","59","Reviewer","","","nvarchar","400","200","0","y","",""
"","60","FTECostCenterCode","","","nvarchar","400","200","0","y","",""
"","61","DepartmentName","","","nvarchar","200","100","0","y","",""
"","62","DepartmentType","","","nvarchar","200","100","0","y","",""
"","63","SAPVenderCode","","","nvarchar","100","50","0","y","",""
"","64","BAType","","","nvarchar","100","50","0","y","",""
"","65","FTECostCenterCode1","","","nvarchar","400","200","0","y","",""
"","66","TE_Level","","","nvarchar","400","200","0","y","",""
"Log_VRRuleChange","1","ProcessType","","","nvarchar","100","50","0","y","",""
"","2","Month","","","nvarchar","100","50","0","y","",""
"","3","EMSType","","","nvarchar","100","50","0","y","",""
"","4","VRCode","","","nvarchar","100","50","0","y","",""
"","5","VRName","","","nvarchar","100","50","0","y","",""
"","6","DeptCode","","","nvarchar","100","50","0","y","",""
"","7","DpetName","","","nvarchar","100","50","0","y","",""
"","8","UserAD","","","nvarchar","100","50","0","y","",""
"","9","UserName","","","nvarchar","100","50","0","y","",""
"","10","ProductCode","","","nvarchar","100","50","0","y","",""
"","11","ProductName","","","nvarchar","100","50","0","y","",""
"","12","PrimaryVApprover","","","nvarchar","100","50","0","y","",""
"","13","PrimaryVApproverAD","","","nvarchar","100","50","0","y","",""
"","14","SecondVApprover","","","nvarchar","100","50","0","y","",""
"","15","SecondVApproverAD","","","nvarchar","100","50","0","y","",""
"Event_PlanStatus","1","id","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","",""
"","3","Folio","","","nvarchar","100","50","0","y","",""
"","4","LevelOneApproveAD","","","nvarchar","100","50","0","y","",""
"","5","LevelOneApproveName","","","nvarchar","100","50","0","y","",""
"","6","LevelOneApproveDate","","","nvarchar","100","50","0","y","",""
"","7","LevelOneApproveStatus","","","nvarchar","100","50","0","y","",""
"","8","LevelTwoApproveAD","","","nvarchar","100","50","0","y","",""
"","9","LevelTwoApproveName","","","nvarchar","100","50","0","y","",""
"","10","LevelTwoApproveDate","","","nvarchar","100","50","0","y","",""
"","11","LevelTwoApproveStatus","","","nvarchar","100","50","0","y","",""
"","12","RecordStatus","","","int","4","10","0","y","",""
"Takeda_VR_Department","1","ID","√","√","int","4","10","0","","",""
"","2","VR_DivisionID","","","int","4","10","0","","",""
"","3","VR_Department","","","varchar","200","200","0","","",""
"","4","CountryCode","","","varchar","20","20","0","y","","VGhlIGNvZGUgb2YgY291bnRyeQ=="
"","5","RecordStatus","","","int","4","10","0","","",""
"","6","Status","","","varchar","20","20","0","y","",""
"Event_PlanStatus_Log","1","id","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","",""
"","3","Folio","","","nvarchar","100","50","0","y","",""
"","4","PlanStatus","","","int","4","10","0","y","",""
"","5","CreateByUserName","","","nvarchar","100","50","0","y","",""
"","6","CreateByUserAD","","","nvarchar","100","50","0","y","",""
"","7","CreateDate","","","nvarchar","100","50","0","y","",""
"","8","RecordStatus","","","int","4","10","0","y","",""
"Report_SupplierPurchase","1","id","√","","int","4","10","0","","",""
"","2","EventCategory","","","nvarchar","100","50","0","y","",""
"","3","Folio","","","nvarchar","100","50","0","y","",""
"","4","Applicant","","","nvarchar","100","50","0","y","",""
"","5","ApplicantAD","","","nvarchar","100","50","0","y","",""
"","6","EmployeeNo","","","nvarchar","100","50","0","y","",""
"","7","CreateDate","","","datetime","8","23","3","y","",""
"","8","Department","","","nvarchar","100","50","0","y","",""
"","9","Duty","","","nvarchar","100","50","0","y","",""
"","10","CostCenterCode","","","nvarchar","100","50","0","y","",""
"","11","CostCenterDescript","","","nvarchar","100","50","0","y","",""
"","12","CostCenterName","","","nvarchar","100","50","0","y","",""
"","13","CostCenterCode1","","","nvarchar","100","50","0","y","",""
"","14","ProjectCode","","","nvarchar","100","50","0","y","",""
"","15","ProjectName","","","nvarchar","100","50","0","y","",""
"","16","ProductCode","","","nvarchar","100","50","0","y","",""
"","17","ProductName","","","nvarchar","100","50","0","y","",""
"","18","ActivityTitle","","","nvarchar","100","50","0","y","",""
"","19","CostTypeCode","","","nvarchar","100","50","0","y","",""
"","20","CostTypeName","","","nvarchar","100","50","0","y","",""
"","21","SubCategroyCode","","","nvarchar","100","50","0","y","",""
"","22","SubCategroyName","","","nvarchar","100","50","0","y","",""
"","23","ActivityStartDate","","","nvarchar","100","50","0","y","",""
"","24","ActivityEndDate","","","nvarchar","100","50","0","y","",""
"","25","ActualExecutionDate","","","nvarchar","100","50","0","y","",""
"","26","ActualEndDate","","","nvarchar","100","50","0","y","",""
"","27","ExecuteStartDate","","","nvarchar","100","50","0","y","",""
"","28","ExecuteEndDate","","","nvarchar","100","50","0","y","",""
"","29","Amount","","","nvarchar","100","50","0","y","",""
"","30","BillingAmount","","","nvarchar","100","50","0","y","",""
"","31","PaymentType","","","nvarchar","100","50","0","y","",""
"","32","PlanInternalStaff","","","nvarchar","100","50","0","y","",""
"","33","ActualInternalStaff","","","nvarchar","100","50","0","y","",""
"","34","PlanExternalStaff","","","nvarchar","100","50","0","y","",""
"","35","ActualExternalStaff","","","nvarchar","100","50","0","y","",""
"","36","PlanSpeaker","","","nvarchar","100","50","0","y","",""
"","37","ActualSpeaker","","","nvarchar","100","50","0","y","",""
"","38","PlanLectureFee","","","nvarchar","100","50","0","y","",""
"","39","ActualLectureFee","","","nvarchar","100","50","0","y","",""
"","40","PlanSpeakerProportion","","","nvarchar","100","50","0","y","",""
"","41","ActualSpeakerProportion","","","nvarchar","100","50","0","y","",""
"","42","SpeakerName","","","nvarchar","100","50","0","y","",""
"","43","SAPNo","","","nvarchar","100","50","0","y","",""
"","44","DownloadTime","","","datetime","8","23","3","y","",""
"","45","LocalName","","","nvarchar","100","50","0","y","",""
"","46","PayDate","","","datetime","8","23","3","y","",""
"","47","VendorCode","","","nvarchar","100","50","0","y","",""
"","48","VendorName","","","nvarchar","100","50","0","y","",""
"","49","Rate","","","nvarchar","100","50","0","y","",""
"","50","PaymentDate","","","datetime","8","23","3","y","",""
"","51","PaymentFolio","","","nvarchar","100","50","0","y","",""
"","52","PaymentActivityName","","","nvarchar","100","50","0","y","",""
"","53","PaymentActivityDestination","","","nvarchar","100","50","0","y","",""
"","54","EventName","","","nvarchar","100","50","0","y","",""
"","55","ActivityContent","","","nvarchar","1000","500","0","y","",""
"","56","ActivitySchedule","","","nvarchar","1000","500","0","y","",""
"","57","ActivityName","","","nvarchar","100","50","0","y","",""
"","58","ApproveStatus","","","nvarchar","100","50","0","y","",""
"","59","IsConfimEvent","","","nvarchar","100","50","0","y","",""
"","60","EMSGuid","","","nvarchar","100","50","0","y","",""
"","61","EventSubmitDate","","","datetime","8","23","3","y","",""
"","62","ActivityPurposeName","","","nvarchar","100","50","0","y","",""
"","63","OtherPurposeDesc","","","nvarchar","1000","500","0","y","",""
"","64","EMSNodeStatus","","","nvarchar","100","50","0","y","",""
"","65","SpeakerServiceResult","","","nvarchar","100","50","0","y","",""
"","66","OpeationDate","","","datetime","8","23","3","y","",""
"","67","CancelEventPayment","","","nvarchar","20","10","0","y","",""
"","68","CancelOrderPayment","","","nvarchar","20","10","0","y","",""
"Takeda_Mng_RightUser","1","id","√","√","int","4","10","0","","",""
"","2","UserAD","","","nvarchar","100","50","0","y","",""
"","3","UserName","","","nvarchar","100","50","0","y","",""
"","4","CreateTime","","","datetime","8","23","3","y","",""
"","5","UpdateTime","","","datetime","8","23","3","y","",""
"","6","UType","","","int","4","10","0","y","",""
"","7","Status","","","int","4","10","0","y","",""
"Report_MeetingReport","1","id","√","√","int","4","10","0","","",""
"","2","Applicant","","","nvarchar","100","50","0","y","",""
"","3","ApplicantAD","","","nvarchar","100","50","0","y","",""
"","4","Department","","","nvarchar","100","50","0","y","",""
"","5","CostTypeID","","","nvarchar","100","50","0","y","",""
"","6","CostTypeName","","","nvarchar","100","50","0","y","",""
"","7","SubCategroyCode","","","nvarchar","100","50","0","y","",""
"","8","SubCategroyName","","","nvarchar","100","50","0","y","",""
"","9","TotalAmount","","","numeric","9","18","2","y","",""
"","10","BillingAmount","","","nvarchar","100","50","0","y","",""
"","11","CostCenterCode","","","nvarchar","100","50","0","y","",""
"","12","CostCenterDescript","","","nvarchar","100","50","0","y","",""
"","13","ActivityStartDate","","","datetime","8","23","3","y","",""
"","14","ActivityEndDate","","","datetime","8","23","3","y","",""
"","15","Folio","","","nvarchar","100","50","0","y","",""
"","16","EmployeeNo","","","nvarchar","100","50","0","y","",""
"","17","ActivityPlace","","","nvarchar","100","50","0","y","",""
"","18","ActivityTitle","","","nvarchar","100","50","0","y","",""
"","19","CostCenterCode1","","","nvarchar","100","50","0","y","",""
"","20","CostCenterName","","","nvarchar","100","50","0","y","",""
"","21","ProjectCode","","","nvarchar","100","50","0","y","",""
"","22","ProjectName","","","nvarchar","100","50","0","y","",""
"","23","ProductCode","","","nvarchar","100","50","0","y","",""
"","24","ProductName","","","nvarchar","100","50","0","y","",""
"","25","EMSGuid","","","nvarchar","100","50","0","y","",""
"","26","IsSubmitService","","","int","4","10","0","y","",""
"","27","IsFinished","","","int","4","10","0","y","",""
"","28","Item1","","","nvarchar","100","50","0","y","",""
"","29","Item2","","","nvarchar","100","50","0","y","",""
"","30","Item3","","","nvarchar","100","50","0","y","",""
"EMS_Cfg_Reminders","1","id","√","√","int","4","10","0","","",""
"","2","RemindersDay","","","nvarchar","100","50","0","y","","5YKs5Yqe5aSp5pWw"
"","3","RemindersNumber","","","nvarchar","100","50","0","y","","5YKs5Yqe5qyh5pWw"
"","4","StepName","","","nvarchar","100","50","0","y","","5YKs5Yqe5q2l6aqk"
"","5","RecordStatus","","","nvarchar","100","50","0","y","","54q25oCB"
"Payment_MasterInfo","1","ID","√","√","int","4","10","0","","",""
"","2","Guid","","","nvarchar","100","50","0","y","","5rWB56iLR1VJRA=="
"","3","CRGuid","","","nvarchar","100","50","0","y","","RU1T5rWB56iLR1VJRA=="
"","4","Type","","","nvarchar","100","50","0","y","","57G75Z6L"
"","5","Applicant","","","nvarchar","100","50","0","y","","5Y+R6LW35Lq65ZCN56ew"
"","6","ApplicantAD","","","nvarchar","100","50","0","y","","5Y+R6LW35Lq66LSm5Y+3"
"","7","Department","","","nvarchar","100","50","0","y","","6YOo6Zeo5ZCN56ew"
"","8","DeptCode","","","nvarchar","100","50","0","y","","6YOo6ZeoQ29kZQ=="
"","9","ActivityName","","","nvarchar","100","50","0","y","","6IqC54K55ZCN56ew"
"","10","StartDate","","","datetime","8","23","3","y","","5byA5aeL5pe26Ze0"
"","11","EndDate","","","datetime","8","23","3","y","","57uT5p2f5pe26Ze0"
"","12","EntryDate","","","datetime","8","23","3","y","","55Sz6K+35pe26Ze0"
"","13","Folio","","","nvarchar","100","50","0","y","","5rWB56iL5Y2V5Y+3"
"","14","EMSFolio","","","nvarchar","100","50","0","y","","55Sz6K+35rWB56iL5Y2V5Y+3"
"","15","CreateDate","","","datetime","8","23","3","y","","5Yib5bu65pe26Ze0"
"","16","RecordStatus","","","int","4","10","0","y","","54q25oCB"
"","17","EMSGuid","","","nvarchar","100","50","0","y","",""
"","18","PaymentAmount","","","nvarchar","100","50","0","y","",""
"","19","IsDeductibleTax","","","nvarchar","100","50","0","y","",""
"","20","EventTitle","","","nvarchar","1000","500","0","y","",""
"EMS_Cfg_CostCenter_Mapping","1","id","√","√","int","4","10","0","","",""
"","2","CostCenterCode","","","nvarchar","100","50","0","y","",""
"","3","Description","","","nvarchar","1000","500","0","y","",""
"","4","CheckID","","","int","4","10","0","y","",""
"","5","OwnerAD","","","nvarchar","100","50","0","y","",""
"","6","OwnerName","","","nvarchar","100","50","0","y","",""
"","7","ParentCostCenterCode","","","nvarchar","100","50","0","y","",""
"","8","ParentCostCenterName","","","nvarchar","1000","500","0","y","",""
"","9","ParentCheckID","","","int","4","10","0","y","",""
"","10","RecordStatus","","","int","4","10","0","y","",""
"Takeda_Biz_SpeakerInfo_New","1","ID","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","",""
"","3","CRGuid","","","nvarchar","100","50","0","y","","5rWB56iLR1VJRA=="
"","4","SpeakerIDNumber","","","nvarchar","100","50","0","y","",""
"","5","SpeakerName","","","nvarchar","100","50","0","y","","6K6y6ICF5aeT5ZCN"
"","6","Hospital","","","nvarchar","100","50","0","y","","5Yy76Zmi5ZCN56ew"
"","7","Department","","","nvarchar","100","50","0","y","","56eR5a6k"
"","8","Level","","","nvarchar","100","50","0","y","","57qn5Yir"
"","9","PaymentCode","","","nvarchar","100","50","0","y","","5LuY5qy+5Luj56CB"
"","10","Amount","","","numeric","9","18","2","y","","6YeR6aKd"
"","11","Tips","","","nvarchar","200","100","0","y","","5pi+56S65o+Q56S6"
"","12","CostCenterCode","","","nvarchar","100","50","0","y","","5oiQ5pys5Lit5b+D5Luj56CB"
"","13","CostCenterName","","","nvarchar","100","50","0","y","","5oiQ5pys5Lit5b+D5ZCN56ew"
"","14","Diffence_PeopleQty","","","int","4","10","0","y","","5pu05paw5ZCO5Lq65pWw5beu5byC"
"","15","Diffence_PaymentAmount","","","numeric","9","18","2","y","","5pu05paw5ZCO6K6y6K++6LS555So5pSv5LuY6YeR6aKd5beu5byC"
"","16","RecordStatus","","","int","4","10","0","y","","54q25oCB"
"","17","TotalAmount","","","numeric","9","18","2","y","",""
"","18","SpeakerPONo","","","nvarchar","100","50","0","y","",""
"Event_SendEmailLog","1","id","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","1000","500","0","y","",""
"","3","EMSFolio","","","nvarchar","1000","500","0","y","",""
"","4","SendUser","","","nvarchar","100","50","0","y","",""
"","5","SendDate","","","nvarchar","100","50","0","y","",""
"","6","Status","","","int","4","10","0","y","",""
"","7","SendCount","","","nvarchar","100","50","0","y","",""
"","8","ErrorMsg","","","nvarchar","-1","-1","0","y","",""
"RAP_TE_DD_AccountCode","1","Id","√","√","int","4","10","0","","",""
"","2","Code","","","varchar","50","50","0","","","VGhlIGNvZGUgb2YgYWNjb3VudCBpdGVt"
"","3","Name","","","nvarchar","200","100","0","y","","VGhlIG5hbWUgb2YgVGhlIGNvZGUgb2YgYWNjb3VudCBpdGVt"
"","4","Ename","","","nvarchar","400","200","0","y","",""
"","5","SecondaryName","","","nvarchar","100","50","0","y","",""
"","6","SecondaryEName","","","nvarchar","400","200","0","y","",""
"","7","SecondaryValidationID","","","nvarchar","100","50","0","y","",""
"","8","Description","","","nvarchar","510","255","0","y","",""
"","9","ParentID","","","int","4","10","0","y","","VGhlIHBhcmVudCBpdGVtIGlk"
"","10","CostCenterCode","","","nvarchar","100","50","0","y","","VGhlIGNvZGUgb2YgcmVsYXRpbmcgY29zdCBjZW50ZXI="
"","11","WBSCode","","","nvarchar","100","50","0","y","","VGhlIHJlbGVhdGlvbiBjb2RlIG9mIFdCUw=="
"","12","ExpenseType","","","nvarchar","20","10","0","y","","VGhlIHR5cGUgb2YgZXhwZW5zZSwgKEVSLCBNRVIsIENFUik="
"","13","ActivityType","","","nvarchar","40","20","0","y","","VGhlIGFjdGl2aXR5IHR5cGUgZm9yIHNlbGVjdCBjb3N0IGNlbnRlcnM="
"","14","CountryCode","","","varchar","20","20","0","y","","VGhlIGNvZGUgb2YgY291bnRyeQ=="
"","15","OrdNum","","","int","4","10","0","y","","VGhlIG9yZGVyIG51bWJlcg=="
"","16","RecordCreationTime","","","datetime","8","23","3","y","(getdate())","VGhlIHRpbWUgb2YgY3JlYXRlZCB0aGlzIHJlY29yZA=="
"","17","LastUpdateTime","","","datetime","8","23","3","y","","TGFzdCB1cGRhdGUgdGltZQ=="
"","18","RecordStatus","","","varchar","10","10","0","y","((1))","VGhlIHN0YXR1cyBvZiB0aGlzIHJlY29yZC4gMCAtIGRpc2FibGUgMS0gZW5hYmxlIDIgLSBkZWxldGVk"
"","19","CongreeTypeID","","","int","4","10","0","y","",""
"","20","GroupId","","","int","4","10","0","y","",""
"EMS_Cfg_Agent","1","id","√","√","int","4","10","0","","",""
"","2","UserName","","","nvarchar","100","50","0","y","",""
"","3","UserAD","","","nvarchar","100","50","0","y","",""
"","4","AgentUserName","","","nvarchar","100","50","0","y","",""
"","5","AgentUserAD","","","nvarchar","100","50","0","y","",""
"","6","ProcessName","","","nvarchar","100","50","0","y","",""
"","7","RecordStatus","","","int","4","10","0","y","",""
"EMS_Payment_DealBudgetInfo","1","ID","√","√","int","4","10","0","","",""
"","2","EMSGuid","","","nvarchar","100","50","0","y","",""
"","3","TypePoNo","","","nvarchar","100","50","0","y","","UE/ljZXlj7cg5L6L77yaVDAwMeOAgUMwMDHjgIFQMDAx"
"","4","BudgetYear","","","nvarchar","100","50","0","y","","6aKE566X5bm05Lu9"
"","5","BudgetHalfYear","","","nvarchar","100","50","0","y","","6aKE566X5Y2K5bm0"
"","6","BudgetQuater","","","nvarchar","100","50","0","y","","6aKE566X5a2j5bqm"
"","7","BudgetMonth","","","nvarchar","100","50","0","y","","6aKE566X5pyI5Lu9"
"","8","DeptCode","","","nvarchar","100","50","0","y","","6aKE566X6YOo6Zeo5Luj56CB"
"","9","CostCenterCode","","","nvarchar","100","50","0","y","","6aKE566X5oiQ5pys5Lit5b+D5Luj56CB"
"","10","ProjectCode","","","nvarchar","100","50","0","y","","6aKE566X6aG555uu5Luj56CB"
"","11","AccountCode","","","nvarchar","100","50","0","y","","6aKE566X56eR55uu5Luj56CB"
"","12","LockAmount","","","nvarchar","100","50","0","y","","6aKE566X6ZSB5a6a6YeR6aKd"
"","13","BillingAmount","","","nvarchar","100","50","0","y","","5oql6LSm6YeR6aKd"
"","14","EMSNodeStatus","","","nvarchar","100","50","0","y","","RU1T6IqC54K55aSE55CG54q25oCB"
"","15","RecordStatus","","","int","4","10","0","y","","5piv5ZCm5pyJ5pWI5pWw5o2uIDHmnInmlYggMOaXoOaViA=="
"","16","BudgetRelationID","","","nvarchar","100","50","0","y","","6aKE566X5YWz6IGUSUQ="
"","17","isServiceFinished","","","nvarchar","100","50","0","y","","5oyH6K6y6ICF5LuY5qy+5pe277yM56Gu6K6k5pyN5Yqh55qE54q25oCB"
"","18","PaymentFinished","","","nvarchar","100","50","0","y","","5LuY5qy+5a6M5q+V"
"","19","FinishedDate","","","datetime","8","23","3","y","",""
"","20","SpeakerGuid","","","nvarchar","100","50","0","y","",""
"","21","EMSFolio","","","nvarchar","100","50","0","y","",""
"","22","LastBillingAmount","","","nvarchar","100","50","0","y","",""
"","23","SummaryLastPayAmount","","","nvarchar","100","50","0","y","",""
"","24","DeductibleTax","","","nvarchar","100","50","0","y","",""
"","25","NoTaxAmount","","","nvarchar","100","50","0","y","",""
"","26","NoneBudget","","","nvarchar","100","50","0","y","",""
"","27","CreateDateTime","","","datetime","8","23","3","y","(getdate())",""
"EMS_Cfg_Process","1","id","√","√","int","4","10","0","","",""
"","2","ProcessName","","","nvarchar","100","50","0","y","",""
"","3","RecordStatus","","","nvarchar","100","50","0","y","",""
"CancelEvent","1","Applicant","","","nvarchar","100","50","0","y","",""
"","2","ApplicantAD","","","nvarchar","100","50","0","y","",""
"","3","CreateDate","","","datetime","8","23","3","y","",""
"","4","EMSFolio","","","nvarchar","100","50","0","y","",""
"","5","EMSGuid","","","nvarchar","100","50","0","y","",""
"","6","TypePoNo","","","nvarchar","100","50","0","y","",""
"","7","TotalAmount","","","nvarchar","100","50","0","y","",""
"EMS_Mng_OrderCompany","1","ID","√","√","int","4","10","0","","",""
"","2","CompanyCode","","","nvarchar","100","50","0","y","",""
"","3","CompanyName","","","nvarchar","100","50","0","y","",""
"","4","CompanyFullCName","","","nvarchar","200","100","0","y","",""
"","5","CompanyFullEName","","","nvarchar","200","100","0","y","",""
"","6","Address","","","nvarchar","200","100","0","y","",""
"","7","EAddress","","","nvarchar","200","100","0","y","",""
"","8","Sort","","","int","4","10","0","y","",""
"","9","Telephone","","","nvarchar","100","50","0","y","",""
"","10","Fax","","","nvarchar","100","50","0","y","",""
"","11","VAT","","","nvarchar","100","50","0","y","",""
"","12","RecordStatus","","","int","4","10","0","y","",""
"SupplierPurchaseReports","1","EventCategory","","","nvarchar","100","50","0","y","",""
"","2","Folio","","","nvarchar","100","50","0","y","",""
"","3","Applicant","","","nvarchar","100","50","0","y","",""
"","4","EmployeeNo","","","nvarchar","100","50","0","y","",""
"","5","Department","","","nvarchar","100","50","0","y","",""
"","6","CostTypeName","","","nvarchar","100","50","0","y","",""
"","7","SubCategroyName","","","nvarchar","100","50","0","y","",""
"","8","Duty","","","nvarchar","100","50","0","y","",""
"","9","CostCenterCode","","","nvarchar","100","50","0","y","",""
